datetime,open,high,low,close,volume
2022-09-12,1066.6344,1078.68921,1063.28638,1075.81299,0
2022-09-09,1035.57251,1058.98938,1034.84705,1057.21594,0
2022-09-08,1030.71985,1039.71985,1028.55725,1036.06396,0
2022-09-07,1046.84314,1052.00598,1029.8186,1031.27905,0
2022-09-06,1056.75952,1067.21985,1044.85547,1047.03503,0
2022-09-02,1048.54468,1062.21643,1047.92236,1053.46106,0
2022-09-01,1072.94226,1072.94226,1047.1825,1049.06201,0
2022-08-31,1084.31836,1092.47888,1067.74426,1073.30103,0
2022-08-30,1112.91602,1113.0697,1078.6781,1084.47498,0
2022-08-29,1102.08899,1114.24866,1097.19128,1113.31995,0
2022-08-26,1096.17603,1107.19275,1094.00732,1102.74902,0
2022-08-25,1103.5697,1111.08716,1094.59595,1095.49597,0
2022-08-24,1097.38513,1107.0116,1094.06116,1102.85596,0
2022-08-23,1082.80347,1105.48035,1082.80347,1097.51697,0
2022-08-22,1077.61121,1084.19604,1063.52942,1082.80396,0
2022-08-19,1072.76685,1080.38965,1061.67664,1077.77405,0
2022-08-18,1066.96912,1077.25964,1061.98657,1072.76404,0
2022-08-17,1065.94592,1075.51428,1060.0199,1066.98999,0
2022-08-16,1074.78711,1080.80139,1063.48572,1065.94604,0
2022-08-15,1094.03809,1094.59595,1059.46375,1074.78699,0
2022-08-12,1098.49744,1099.55957,1086.20825,1093.98596,0
2022-08-11,1078.91785,1100.43994,1075.99695,1098.49805,0
2022-08-10,1066.48743,1081.41992,1060.34058,1080.18701,0
2022-08-09,1057.62134,1074.90771,1057.39575,1067.02197,0
2022-08-08,1054.23096,1062.11365,1046.0564,1058.27002,0
2022-08-05,1055.56323,1064.28845,1044.13818,1056.46899,0
2022-08-04,1052.53271,1059.14758,1048.32214,1057.08496,0
2022-08-03,1058.74866,1070.30591,1045.36755,1052.27002,0
2022-08-02,1072.70947,1072.74109,1059.09778,1061.36499,0
2022-08-01,1094.76562,1094.76562,1062.20923,1072.70996,0
2022-07-29,1080.17029,1105.47791,1079.90747,1094.92004,0
2022-07-28,1073.45825,1088.71191,1073.45825,1079.77197,0
2022-07-27,1061.995,1074.04578,1057.47815,1071.64099,0
2022-07-26,1052.81372,1073.77124,1052.21338,1061.99194,0
2022-07-25,1042.28564,1053.3468,1035.40369,1052.81396,0
2022-07-22,1038.38135,1052.79614,1030.75537,1040.83997,0
2022-07-21,1054.76685,1054.76685,1027.68579,1038.20605,0
2022-07-20,1049.65515,1055.79541,1043.71497,1054.86597,0
2022-07-19,1057.85828,1057.85828,1038.08081,1050.08203,0
2022-07-18,1026.54993,1060.58069,1022.64929,1057.85803,0
2022-07-15,1015.1629,1029.72656,1008.29822,1026.12402,0
2022-07-14,1031.69714,1036.78479,1001.66809,1014.76099,0
2022-07-13,1025.27734,1042.59863,1017.69678,1033.625,0
2022-07-12,1067.49646,1070.75989,1025.82178,1026.86499,0
2022-07-11,1071.00806,1083.08044,1063.95166,1070.172,0
2022-07-08,1061.96143,1075.28992,1053.4884,1073.46204,0
2022-07-07,1031.48328,1069.03772,1028.0874,1063.97705,0
2022-07-06,1041.36255,1051.82312,1021.11353,1031.69299,0
2022-07-05,1093.99915,1102.78833,1034.50183,1041.03101,0
2022-07-01,1096.85425,1102.34607,1084.72327,1091.44104,0
2022-06-30,1128.90137,1129.6897,1095.51099,1095.51099,0
2022-06-29,1132.46545,1144.43372,1128.06335,1128.81897,0
2022-06-28,1124.63794,1137.98584,1124.46472,1132.71802,0
2022-06-27,1119.36865,1128.36902,1111.07715,1124.63794,0
2022-06-24,1115.16345,1125.57703,1104.80457,1121.78003,0
2022-06-23,1143.15063,1143.15063,1112.89001,1115.33203,0
2022-06-22,1163.53894,1163.53894,1132.80933,1145.36804,0
2022-06-21,1165.37695,1175.87256,1162.01514,1163.48901,0
2022-06-17,1193.25354,1200.36865,1161.745,1165.44604,0
2022-06-16,1186.05627,1196.60352,1177.93835,1193.00403,0
2022-06-15,1184.84729,1194.3396,1182.3241,1184.67395,0
2022-06-14,1204.82617,1211.10681,1183.80945,1185.63794,0
2022-06-13,1221.44263,1221.44263,1190.34448,1205.64197,0
2022-06-10,1239.25,1239.54932,1219.52576,1229.19104,0
2022-06-09,1244.96814,1247.02881,1232.96655,1245.44104,0
2022-06-08,1244.11316,1258.68994,1244.11316,1250.41699,0
2022-06-07,1246.39331,1251.83862,1238.16394,1249.37,0
2022-06-06,1242.22778,1255.57336,1242.22778,1251.60901,0
2022-06-03,1238.17749,1242.43164,1232.37024,1238.21594,0
2022-06-02,1223.91675,1242.18115,1215.28772,1238.13501,0
2022-06-01,1219.56519,1237.10071,1217.2854,1226.37305,0
2022-05-31,1239.43066,1253.90125,1218.81006,1219.59802,0
2022-05-27,1226.79797,1235.92834,1222.6698,1235.46704,0
2022-05-26,1212.82764,1233.25452,1207.90015,1226.69897,0
2022-05-25,1215.07056,1218.60974,1208.07666,1212.40002,0
2022-05-24,1217.59778,1219.93933,1208.17078,1214.04297,0
2022-05-23,1209.45776,1219.83203,1208.78589,1217.87695,0
2022-05-20,1210.09985,1213.90417,1201.32568,1209.45801,0
2022-05-19,1192.55603,1210.63965,1179.10144,1210.08997,0
2022-05-18,1214.68579,1217.13684,1189.64331,1192.71106,0
2022-05-17,1210.21667,1222.29114,1209.92871,1212.61206,0
2022-05-16,1190.08386,1211.37366,1188.51306,1210.07703,0
2022-05-13,1174.44751,1191.40454,1174.09009,1189.047,0
2022-05-12,1180.32544,1181.78918,1159.09473,1174.44702,0
2022-05-11,1154.66479,1183.49072,1150.79236,1180.92004,0
2022-05-10,1162.57935,1169.54639,1151.39038,1155.21106,0
2022-05-09,1205.82153,1207.73755,1160.58679,1162.43799,0
2022-05-06,1218.5542,1222.91394,1203.73267,1206.91199,0
2022-05-05,1216.43506,1231.65027,1209.74707,1219.37598,0
2022-05-04,1190.10828,1217.19702,1189.77393,1214.56396,0
2022-05-03,1202.42505,1208.26697,1187.81531,1190.09998,0
2022-05-02,1204.98206,1208.53735,1183.74805,1202.42505,0
2022-04-29,1205.17456,1219.94006,1203.81641,1206.63904,0
2022-04-28,1203.26929,1208.24634,1194.35852,1204.98499,0
2022-04-27,1194.96326,1206.45361,1190.85498,1203.67004,0
2022-04-26,1179.9043,1198.88965,1179.9043,1194.20801,0
2022-04-25,1203.45776,1203.45776,1166.15186,1179.39502,0
2022-04-22,1222.24854,1224.90906,1201.52588,1203.68005,0
2022-04-21,1218.24109,1227.00891,1215.10181,1221.849,0
2022-04-20,1218.1842,1225.72473,1207.20471,1218.24097,0
2022-04-19,1247.60974,1253.18286,1215.02271,1218.18396,0
2022-04-18,1234.6814,1257.20569,1234.47461,1248.08606,0
2022-04-14,1217.34875,1231.61536,1211.95312,1230.15601,0
2022-04-13,1198.46875,1218.68054,1195.80029,1217.54102,0
2022-04-12,1169.92566,1204.59302,1169.92566,1199.54004,0
2022-04-11,1182.04346,1182.50439,1167.1178,1171.03003,0
2022-04-08,1167.79504,1184.44666,1165.64661,1183.198,0
2022-04-07,1167.70801,1175.26868,1159.95288,1168.85999,0
2022-04-06,1184.49573,1194.2207,1166.26453,1167.34998,0
2022-04-05,1183.62195,1199.34338,1183.62195,1186.49597,0
2022-04-04,1165.63916,1187.74915,1165.04944,1183.37097,0
2022-04-01,1173.78137,1176.46777,1160.99768,1166.53296,0
2022-03-31,1195.88367,1196.23755,1172.1593,1173.88794,0
2022-03-30,1175.6095,1201.69604,1173.81812,1196.40698,0
2022-03-29,1192.36633,1194.77637,1154.32764,1171.85999,0
2022-03-28,1225.63831,1225.63831,1190.33655,1193.94397,0
2022-03-25,1219.87122,1229.07776,1208.19458,1229.06799,0
2022-03-24,1223.48621,1233.01306,1217.2804,1223.18506,0
2022-03-23,1192.40808,1227.24963,1188.75049,1225.66504,0
2022-03-22,1194.46509,1210.67029,1183.26196,1193.91504,0
2022-03-21,1171.41223,1198.91394,1171.41223,1195.76294,0
2022-03-18,1173.40979,1184.83875,1164.26416,1171.58301,0
2022-03-17,1139.19934,1177.85217,1139.1958,1175.96399,0
2022-03-16,1146.88611,1161.26782,1137.99841,1139.68005,0
2022-03-15,1168.30225,1168.30225,1135.24854,1149.77002,0
2022-03-14,1194.3656,1194.3656,1164.51562,1171.08704,0
2022-03-11,1184.30835,1200.56885,1177.13989,1196.79297,0
2022-03-10,1193.11646,1218.55042,1183.37476,1185.34595,0
2022-03-09,1264.10852,1279.80762,1180.45081,1196.26001,0
2022-03-08,1245.78625,1325.38428,1233.29321,1264.47803,0
2022-03-07,1245.36548,1275.00232,1230.58215,1248.53101,0
2022-03-04,1178.72437,1218.55554,1178.47424,1218.51599,0
2022-03-03,1171.44788,1212.33496,1169.74658,1176.46997,0
2022-03-02,1144.72742,1178.40466,1143.93188,1169.90198,0
2022-03-01,1093.87012,1146.74036,1093.87012,1139.83496,0
2022-02-28,1085.34167,1102.35144,1085.30615,1092.81799,0
2022-02-25,1096.30408,1104.38367,1064.46851,1068.77905,0
2022-02-24,1086.85059,1138.89832,1086.82031,1094.70996,0
2022-02-23,1077.92957,1088.35132,1074.29089,1085.79297,0
2022-02-22,1065.64465,1085.8457,1065.64465,1078.84399,0
2022-02-18,1059.98596,1066.95276,1051.36816,1061.57996,0
2022-02-17,1058.32275,1065.32825,1053.45764,1060.22498,0
2022-02-16,1048.13354,1064.8772,1045.52124,1063.00403,0
2022-02-15,1061.93274,1062.03784,1041.57385,1047.61206,0
2022-02-14,1052.13025,1062.86133,1047.91943,1061.65503,0
2022-02-11,1045.40503,1056.75696,1036.77686,1050.76794,0
2022-02-10,1047.87305,1060.72546,1044.68787,1046.62097,0
2022-02-09,1037.73132,1049.10742,1034.2063,1048.14502,0
2022-02-08,1044.52295,1045.47046,1033.91956,1038.14001,0
2022-02-07,1043.01416,1050.20654,1041.90845,1045.08398,0
2022-02-04,1040.80383,1051.94055,1040.80383,1046.552,0
2022-02-03,1042.48315,1042.48315,1028.34119,1040.72803,0
2022-02-02,1033.40027,1049.69116,1033.40027,1043.677,0
2022-02-01,1024.04785,1034.71497,1021.23291,1031.73706,0
2022-01-31,1019.25519,1031.20056,1014.59961,1023.62799,0
2022-01-28,1013.72778,1025.09106,1011.60229,1017.30103,0
2022-01-27,1015.35419,1018.29797,1006.49042,1011.13599,0
2022-01-26,1004.32629,1017.81281,1000.75537,1015.94,0
2022-01-25,995.84021,1005.32062,993.01398,1004.78497,0
2022-01-24,1005.65887,1006.84058,984.90973,994.39081,0
2022-01-21,1004.98041,1006.5108,993.89783,1003.51001,0
2022-01-20,1002.46869,1011.48743,999.47858,1007.68903,0
2022-01-19,992.36908,1006.78162,992.3479,1003.87903,0
2022-01-18,985.83881,993.5528,985.83881,990.42059,0
2022-01-14,979.9715,985.97168,977.42371,985.0426,0
2022-01-13,991.07538,991.26428,978.40051,980.71863,0
2022-01-12,977.8999,994.26959,977.23199,993.12488,0
2022-01-11,961.45538,979.34009,961.45538,978.8504,0
2022-01-10,967.31152,971.87311,958.9574,961.28589,0
2022-01-07,961.64001,967.84961,961.10669,966.9953,0
2022-01-06,962.51343,964.69061,954.21973,961.94519,0
2022-01-05,959.88831,967.75177,957.38232,965.10138,0
2022-01-04,949.47339,961.17139,948.07709,959.82727,0
2022-01-03,947.59241,954.27533,943.34808,948.9873,0
2021-12-31,950.51593,953.22662,945.03113,946.23572,0
2021-12-30,955.29291,956.8573,948.51721,949.87183,0
2021-12-29,952.48901,959.17108,949.09259,955.00342,0
2021-12-28,955.16449,961.53699,951.74139,952.53027,0
2021-12-27,940.41901,955.3985,937.87128,954.1554,0
2021-12-23,938.4679,942.20782,934.69513,941.21552,0
2021-12-22,923.49268,938.40308,923.1709,937.82251,0
2021-12-21,907.06189,924.66681,906.48798,923.12622,0
2021-12-20,912.729,912.75238,897.98383,906.21509,0
2021-12-17,920.13788,921.96149,913.31561,915.73822,0
2021-12-16,907.9986,923.95929,907.9986,920.80579,0
2021-12-15,909.68402,910.05017,901.12061,904.88812,0
2021-12-14,913.11493,914.4649,905.37457,909.75641,0
2021-12-13,918.91431,924.46307,912.59528,913.27771,0
2021-12-10,913.21112,920.5722,910.3009,917.62128,0
2021-12-09,920.93372,923.91931,911.53949,913.81317,0
2021-12-08,915.21918,922.02948,912.10248,920.54498,0
2021-12-07,906.20032,919.23297,906.20032,915.46167,0
2021-12-06,902.91913,908.28381,897.11853,905.94482,0
2021-12-03,897.89282,911.12952,896.05328,900.72369,0
2021-12-02,894.07379,900.2301,882.9549,895.58612,0
2021-12-01,895.05591,908.5434,892.53888,893.10327,0
2021-11-30,920.0213,922.62158,888.23309,893.85608,0
2021-11-29,930.8454,935.73822,914.81781,918.04468,0
2021-11-26,959.55371,959.5946,915.5163,921.28711,0
2021-11-24,959.06921,964.33881,958.65869,960.75232,0
2021-11-23,952.8692,960.39581,947.93842,959.25989,0
2021-11-22,950.12091,954.84961,944.27173,952.65387,0
2021-11-19,954.83313,963.27869,944.95691,950.69153,0
2021-11-18,953.85303,958.82361,950.71283,954.99561,0
2021-11-17,959.05029,963.20343,952.85217,954.17072,0
2021-11-16,961.08728,966.2514,957.88831,959.36908,0
2021-11-15,961.13959,961.9408,953.68573,961.20428,0
2021-11-12,959.20648,962.46863,950.85999,959.86908,0
2021-11-11,950.96301,960.453,950.19812,959.54291,0
2021-11-10,954.93817,960.1618,949.58972,951.19562,0
2021-11-09,951.19531,955.33392,945.51251,954.61072,0
2021-11-08,949.02753,954.21332,948.6748,951.2959,0
2021-11-05,944.35602,950.92542,940.98877,948.49878,0
2021-11-04,951.16339,963.927,942.35797,943.7691,0
2021-11-03,962.50659,962.68402,948.37408,950.43689,0
2021-11-02,963.03583,966.66821,959.2431,964.08447,0
2021-11-01,956.55322,965.67987,953.49359,963.23132,0
2021-10-29,962.54132,963.62659,950.11511,958.0694,0
2021-10-28,963.3252,965.8905,953.23602,962.48309,0
2021-10-27,971.53522,971.53522,959.66052,963.38397,0
2021-10-26,972.32178,974.80908,964.7085,971.47931,0
2021-10-25,960.526,974.31659,960.526,972.50403,0
2021-10-22,955.84668,965.82312,953.25262,960.26508,0
2021-10-21,972.76178,976.56458,950.85687,955.77509,0
2021-10-20,961.18903,972.94678,955.24988,972.67517,0
2021-10-19,959.63019,967.76318,957.2218,961.57922,0
2021-10-18,966.29181,969.1286,927.97302,959.95959,0
2021-10-15,957.68701,968.185,956.8728,965.22272,0
2021-10-14,946.0686,959.31158,946.0686,957.39288,0
2021-10-13,941.86548,946.82428,937.47949,946.06873,0
2021-10-12,944.90363,948.50873,940.50061,941.8634,0
2021-10-11,941.90662,953.57739,941.89111,945.25702,0
2021-10-08,937.79828,948.64508,937.79828,941.62799,0
2021-10-07,930.02808,939.34003,921.41272,937.58618,0
2021-10-06,945.03522,948.78113,928.87402,930.22339,0
2021-10-05,934.36627,946.93799,932.65448,944.95813,0
2021-10-04,925.00439,941.83221,922.49591,934.20929,0
2021-10-01,920.20599,925.44769,916.9245,924.30688,0
2021-09-30,915.93842,924.64868,910.97601,919.73328,0
2021-09-29,922.02032,923.22583,915.01453,916.0282,0
2021-09-28,925.63409,933.51672,919.16498,923.30859,0
2021-09-27,914.85211,926.39838,914.85211,925.68439,0
2021-09-24,908.64069,914.60492,906.13867,914.10071,0
2021-09-23,901.03662,909.90057,898.79932,909.09198,0
2021-09-22,888.76691,902.71973,888.24982,902.3244,0
2021-09-21,889.37219,894.81848,881.49438,888.27399,0
2021-09-20,901.98669,901.98669,887.47321,888.61591,0
2021-09-17,909.3786,911.39398,900.93188,902.32422,0
2021-09-16,917.56512,918.01208,903.91028,909.46368,0
2021-09-15,903.23151,920.8764,903.2207,917.52753,0
2021-09-14,902.42438,906.84601,900.86169,903.3421,0
2021-09-13,899.9455,903.92627,898.6474,902.64648,0
2021-09-10,891.89191,902.8338,889.16803,900.6217,0
2021-09-09,894.09399,897.55768,888.93402,892.47803,0
2021-09-08,889.5509,899.03241,889.5509,894.49109,0
2021-09-07,899.83728,901.82953,888.8269,889.69348,0
2021-09-03,898.30957,904.39252,895.81641,901.29529,0
2021-09-02,891.17438,901.48993,888.80353,898.32843,0
2021-09-01,894.39899,896.26941,886.12482,891.78473,0
2021-08-31,896.466,900.65167,890.15149,894.40759,0
2021-08-30,901.83588,903.08081,893.32312,896.52759,0
2021-08-27,888.64209,898.66193,887.14691,898.40997,0
2021-08-26,888.80627,890.85278,883.13318,887.5556,0
2021-08-25,885.18408,889.21863,880.79211,888.80627,0
2021-08-24,872.23071,886.24298,870.88782,885.46741,0
2021-08-23,853.10168,873.46637,852.98419,872.16168,0
2021-08-20,860.94409,865.40771,852.02869,853.12189,0
2021-08-19,875.24109,875.26312,856.60358,860.58698,0
2021-08-18,882.11908,884.57098,874.3244,876.0174,0
2021-08-17,890.5246,893.25781,880.68451,882.09399,0
2021-08-16,893.74939,893.75568,885.06,890.55072,0
2021-08-13,890.65332,898.40051,887.09363,893.92072,0
2021-08-12,890.07391,896.23511,883.64581,890.81598,0
2021-08-11,884.18842,890.5777,879.92712,890.078,0
2021-08-10,872.97968,886.26532,872.97968,884.39832,0
2021-08-09,879.73761,881.63068,869.70599,872.37329,0
2021-08-06,892.57019,896.4032,884.90051,886.60779,0
2021-08-05,888.06738,895.87671,884.75922,892.78278,0
2021-08-04,894.61279,897.91498,886.65088,888.16809,0
2021-08-03,901.06348,901.89447,889.38177,894.76532,0
2021-08-02,906.82507,908.28278,897.74561,901.24518,0
2021-07-30,915.25989,915.27478,904.28821,906.4021,0
2021-07-29,903.737,916.02679,902.98401,915.91302,0
2021-07-28,900.90961,904.4837,898.41302,903.27087,0
2021-07-27,905.71033,909.32281,898.36713,900.2348,0
2021-07-26,897.97913,906.37079,891.33069,905.51129,0
2021-07-23,897.64709,899.93921,895.65521,897.80389,0
2021-07-22,891.46631,898.3103,886.64258,897.61377,0
2021-07-21,878.02161,892.27417,875.47748,891.50189,0
2021-07-20,869.20068,879.99707,869.12939,878.92102,0
2021-07-19,891.34259,894.65918,866.50861,868.4986,0
2021-07-16,890.34039,895.78491,888.51562,892.00061,0
2021-07-15,893.2821,894.422,887.49792,890.65387,0
2021-07-14,893.2915,900.35663,890.01868,893.25079,0
2021-07-13,889.33398,896.64282,885.98328,894.05219,0
2021-07-12,886.33472,890.28333,879.09009,889.6723,0
2021-07-09,877.77081,888.07147,876.61328,887.04529,0
2021-07-08,877.87091,880.21161,871.1889,877.95288,0
2021-07-07,881.34802,893.65302,871.12183,878.05847,0
2021-07-06,905.15778,913.3219,878.58148,880.75458,0
2021-07-02,899.49463,904.25122,896.87531,901.7099,0
2021-07-01,896.07849,911.76471,894.28491,899.34338,0
2021-06-30,882.65033,898.5885,879.08099,896.00732,0
2021-06-29,881.4519,888.64679,875.38922,882.67273,0
2021-06-28,878.65179,883.64807,877.29388,881.99359,0
2021-06-25,877.12653,881.60522,872.65057,878.36047,0
2021-06-24,877.02722,878.29419,868.87012,877.25739,0
2021-06-23,871.4173,883.20117,871.12799,877.11853,0
2021-06-22,871.96637,875.40808,868.69061,871.16022,0
2021-06-21,865.37762,872.51208,857.83868,871.7168,0
2021-06-18,857.8457,867.45581,855.66467,864.95319,0
2021-06-17,883.7843,883.7843,855.97913,857.80951,0
2021-06-16,888.41443,893.81891,885.43829,888.3186,0
2021-06-15,895.64832,897.57129,885.4834,888.53589,0
2021-06-14,901.63318,901.88098,891.22852,895.47131,0
2021-06-11,901.229,905.61658,897.29468,901.47058,0
2021-06-10,900.27551,905.02448,895.03461,902.68951,0
2021-06-09,902.7251,905.91119,898.83643,902.75891,0
2021-06-08,898.95612,906.51752,897.64783,904.98822,0
2021-06-07,905.69769,912.19989,900.7569,901.03339,0
2021-06-04,896.28168,909.51257,894.37817,908.66449,0
2021-06-03,907.599,912.67102,894.104,896.15979,0
2021-06-02,903.87927,909.06079,903.0293,907.53302,0
2021-06-01,893.7724,913.8551,893.7724,904.21411,0
2021-05-28,893.8786,896.89612,891.45349,892.34332,0
2021-05-27,881.15912,893.13812,878.56549,893.05231,0
2021-05-26,879.97638,884.16278,874.48547,881.55292,0
2021-05-25,881.38159,884.77698,877.34839,879.38049,0
2021-05-24,873.25623,882.08191,869.41772,881.50348,0
2021-05-21,873.19373,877.53101,867.7854,873.57812,0
2021-05-20,878.12097,883.21832,871.68341,872.73218,0
2021-05-19,895.73859,895.84882,871.8291,878.36853,0
2021-05-18,898.49451,906.18518,891.05371,896.25781,0
2021-05-17,888.23981,899.77209,886.9967,898.46289,0
2021-05-14,883.34668,892.67987,880.43182,886.82428,0
2021-05-13,903.81738,903.81738,880.39288,884.78137,0
2021-05-12,902.94641,910.60699,902.94641,904.25677,0
2021-05-11,895.66333,903.87598,889.72272,902.38843,0
2021-05-10,901.18909,905.52869,891.7984,895.52509,0
2021-05-07,890.38147,900.98938,890.17261,899.47137,0
2021-05-06,883.6756,890.93011,882.69421,889.67328,0
2021-05-05,879.97418,886.7334,879.97418,884.323,0
2021-05-04,871.85651,883.61981,871.85651,879.70642,0
2021-05-03,867.04059,875.76947,867.01672,871.73901,0
2021-04-30,867.05969,867.47913,860.50012,866.92072,0
2021-04-29,865.46997,873.80109,862.80042,866.91669,0
2021-04-28,863.69049,871.75482,856.29858,865.25391,0
2021-04-27,858.89221,868.6756,858.89221,863.74438,0
2021-04-26,848.5387,859.57959,847.63391,858.71997,0
2021-04-23,845.0119,849.33801,842.90399,848.85272,0
2021-04-22,837.30048,845.72821,835.86548,844.11279,0
2021-04-21,835.48297,839.909,829.88092,837.65997,0
2021-04-20,835.33649,842.37543,831.98181,835.46527,0
2021-04-19,830.77948,837.33173,829.67572,835.03247,0
2021-04-16,831.77722,836.32172,830.50781,831.69501,0
2021-04-15,824.12872,832.25952,823.36609,831.94263,0
2021-04-14,808.64752,825.87701,808.54779,824.73022,0
2021-04-13,802.23053,811.24542,801.10718,808.37909,0
2021-04-12,806.15143,808.68011,800.5993,801.81262,0
2021-04-09,809.42297,810.80231,804.87708,805.42853,0
2021-04-08,803.09918,810.48633,801.24799,809.30328,0
2021-04-07,802.68109,804.67792,798.34839,803.61603,0
2021-04-06,796.28882,809.8952,796.27551,802.8324,0
2021-04-05,803.91272,806.32941,792.31769,795.55939,0
2021-04-01,799.88123,808.39819,798.63702,804.72858,0
2021-03-31,793.5827,806.06531,792.0838,800.48029,0
2021-03-30,805.88251,806.84528,792.31268,794.01288,0
2021-03-29,806.84271,807.9704,797.84869,805.16602,0
2021-03-26,795.65179,808.95361,795.65179,807.2337,0
2021-03-25,807.67297,807.73468,791.18457,795.21802,0
2021-03-24,796.13672,809.70569,793.9826,809.1615,0
2021-03-23,812.3631,812.55701,795.328,796.72992,0
2021-03-22,809.86517,813.4223,805.20392,812.28619,0
2021-03-19,801.79572,812.6933,797.28802,811.28778,0
2021-03-18,823.14978,825.49451,801.02722,802.6225,0
2021-03-17,825.0611,827.21582,819.50031,822.85107,0
2021-03-16,826.61389,827.27838,819.98572,824.81281,0
2021-03-15,825.66272,829.84631,821.32971,826.47821,0
2021-03-12,827.76868,828.7027,821.43451,825.48358,0
2021-03-11,819.04547,828.57727,819.03461,827.9635,0
2021-03-10,819.06592,820.50647,813.12903,818.51038,0
2021-03-09,820.07507,824.42499,814.87903,819.08752,0
2021-03-08,827.17249,836.99609,818.40198,820.05402,0
2021-03-05,813.18488,825.96948,809.32422,824.35748,0
2021-03-04,809.38568,822.08771,800.59729,813.302,0
2021-03-03,812.90228,817.2605,808.09851,811.67627,0
2021-03-02,808.9281,818.38721,800.42908,813.37592,0
2021-03-01,819.11639,825.35437,806.48541,809.67407,0
2021-02-26,832.71307,833.0191,814.92389,815.22699,0
2021-02-25,837.56451,842.87042,829.88507,833.83148,0
2021-02-24,825.76361,838.25659,822.60437,836.48279,0
2021-02-23,825.5509,834.8056,819.24158,826.41553,0
2021-02-22,811.46271,825.82758,811.4209,825.82758,0
2021-02-19,808.05811,818.44678,801.81519,811.28662,0
2021-02-18,811.1311,816.6615,807.65387,810.47852,0
2021-02-17,807.18988,812.12347,803.64111,809.90021,0
2021-02-16,800.93042,810.09149,800.93042,807.9848,0
2021-02-12,792.63647,801.1004,787.90601,799.25659,0
2021-02-11,794.27252,797.91919,789.41351,793.1145,0
2021-02-10,795.591,798.15802,791.39929,793.9231,0
2021-02-09,792.84729,797.72498,790.7536,795.6814,0
2021-02-08,783.96539,793.46667,783.96539,792.5379,0
2021-02-05,777.76062,785.82269,777.76062,781.55768,0
2021-02-04,775.48999,777.35797,769.95728,776.67828,0
2021-02-03,770.36688,777.12262,767.98962,775.46771,0
2021-02-02,768.95319,774.5061,768.33832,769.21252,0
2021-02-01,761.31738,770.08081,760.62262,769.5564,0
2021-01-29,756.60211,766.35461,755.32239,758.12628,0
2021-01-28,759.58081,769.16791,754.28528,756.82703,0
2021-01-27,762.7832,766.61841,754.92242,761.31989,0
2021-01-26,757.82208,764.23993,754.14447,762.65601,0
2021-01-25,750.19983,758.06049,749.14319,757.65881,0
2021-01-22,761.76929,762.11108,747.16217,750.18158,0
2021-01-21,762.49481,765.04523,760.32867,761.86731,0
2021-01-20,760.36377,763.61517,755.96588,762.31201,0
2021-01-19,762.4303,764.67078,758.84442,760.00989,0
