datetime,open,high,low,close
2022-01-21,40670.94922,41114.37891,35441.53906,36468.30859
2022-01-20,41668.37891,43506.19922,40560.01172,40699.07812
2022-01-19,42372.14844,42578.07031,41150.0,41671.64844
2022-01-18,42218.01172,42682.64844,41288.87891,42369.82031
2022-01-17,43104.35156,43199.91016,41568.76172,42216.80078
2022-01-16,43098.19922,43492.07812,42610.44922,43099.76172
2022-01-15,43089.08984,43809.28125,42579.42969,43087.21094
2022-01-14,42581.64844,43462.78906,41766.66016,43090.78125
2022-01-13,43913.5,44446.80859,42333.0,42584.98828
2022-01-12,42752.01953,44314.14844,42461.32812,43921.80859
2022-01-11,41822.92188,43129.10938,41283.57031,42754.26953
2022-01-10,41862.78906,42250.0,39650.01172,41833.37891
2022-01-09,41684.83984,42793.0,41212.69141,41860.98828
2022-01-08,41561.23047,42316.28125,40527.55859,41684.83984
2022-01-07,43084.76172,43138.39062,40672.23828,41557.62109
2022-01-06,43446.33984,43772.01953,42432.98828,43084.92188
2022-01-05,45811.16016,47054.82812,42500.0,43437.66016
2022-01-04,46459.57031,47517.35156,45550.98828,45815.32812
2022-01-03,47304.21875,47578.96094,45716.5,46439.19141
2022-01-02,47730.0,47966.16016,46695.33984,47305.01172
2022-01-01,46211.19922,47963.28906,46211.19922,47735.12891
2021-12-31,47122.08984,48574.03125,45655.42969,46197.60938
2021-12-30,46471.23828,47917.25,45984.87109,47122.07812
2021-12-29,47536.46875,48148.03906,46103.96875,46471.32031
2021-12-28,50717.76953,50717.76953,47315.26953,47534.07031
2021-12-27,50807.57812,52084.0,50480.01172,50717.82031
2021-12-26,50431.07812,51289.64844,49494.55078,50790.10156
2021-12-25,50844.69141,51161.57031,50204.35156,50428.07031
2021-12-24,50833.76172,51867.98047,50465.83984,50840.60938
2021-12-23,48608.44922,51394.57812,48055.35156,50817.67188
2021-12-22,48907.01172,49574.35156,48450.01172,48608.62109
2021-12-21,46925.08984,49332.83984,46652.92188,48915.01172
2021-12-20,46687.19141,47544.94141,45572.42188,46925.07812
2021-12-19,46857.5,48291.39062,46447.01172,46692.39844
2021-12-18,46166.5,47368.73047,45522.62891,46854.87891
2021-12-17,47634.21875,48000.0,45494.80859,46171.87891
2021-12-16,48878.85156,49444.83984,47527.0,47634.44141
2021-12-15,48367.42969,49499.66016,46568.94922,48877.17969
2021-12-14,46731.32031,48672.82812,46317.69922,48375.89844
2021-12-13,50089.64062,50218.42188,45788.16016,46706.08984
2021-12-12,49407.75,50813.60156,48671.32031,50101.37891
2021-12-11,47181.92969,49515.48047,46805.10938,49391.67188
2021-12-10,47568.42969,50101.10156,46933.55859,47174.73047
2021-12-09,50520.14844,50830.82812,47325.91016,47577.94922
2021-12-08,50627.76953,51238.71875,48674.73828,50511.39844
2021-12-07,50529.55859,51976.17969,50069.07812,50625.01172
2021-12-06,49488.28906,50989.92188,47202.19141,50544.10938
2021-12-05,49256.23047,49783.0,47840.83984,49483.75
2021-12-04,53655.16016,53876.07812,42720.44141,49266.12109
2021-12-03,56521.21875,57660.01172,51776.03906,53699.82031
